Bib,Name,Miles,KM,May 1,May 2,May 3,May 4,May 5,May 6,May 7,May 8,May 9,May 10,May 11,May 12,May 13,May 14,May 15,May 16,May 17,May 18,May 19,May 20,May 21,May 22,May 23,May 24,May 25,May 26,May 27,May 28,May 29,May 30,May 31
5442,Michael Meredith,219.3,352.9,5,16,11,4,8,7,8,4,6,13,6,0,4,0,4,16,7,0,6,8,5,6,14,5,0,3,4,7,1,21,3
15542,Tara Scott,219.3,352.8,0,6,6,14,6,7,6,5,6,7,11,4,7,6,0,6,7,14,6,9,6,0,7,6,0,6,6,7,5,6,6
3675,Jennifer Kirkpatrick,219.2,352.8,2,20,0,0,0,6,4,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,28,34,31,0,50,14
7357,Rich Shelden,219.2,352.8,6,8,6,6,5,4,4,5,14,6,3,8,6,4,0,8,7,5,7,4,7,7,7,4,11,9,10,4,11,10,10
5065,Angela Rothstein,219.2,352.8,5,5,0,3,3,3,0,6,0,0,0,10,11,7,4,5,7,12,7,12,8,7,12,9,9,9,9,5,9,12,13
7014,K Johnson,219.2,352.8,11,5,10,10,10,11,10,11,3,10,10,11,7,5,8,4,5,11,7,8,5,4,1,2,7,2,5,7,6,1,1
4540,Dennise Wooden,219.2,352.8,5,6,7,8,6,8,6,6,9,5,8,6,10,8,6,9,8,3,6,5,8,4,10,8,5,5,5,7,4,6,5
2477,Burke Painter,219.2,352.8,6,6,6,6,6,6,6,6,6,6,6,13,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,11
222,Kris Vance,219.2,352.8,10,12,19,2,7,0,2,0,17,20,2,0,0,0,0,10,12,0,0,8,6,12,0,15,0,8,10,6,2,13,16
17726,Nancy Zaferes,219.2,352.8,0,0,0,0,8,6,9,6,13,0,6,9,6,9,4,16,0,10,9,6,8,5,10,0,8,10,6,9,9,4,13
857,Gary Thompson,219.2,352.8,0,0,26,0,14,0,5,0,0,4,9,6,4,8,6,15,10,7,10,4,10,0,14,10,3,6,0,9,0,12,17
15594,Tracy Schultz,219.2,352.8,0,2,3,8,3,3,6,6,6,4,8,10,7,5,10,5,11,5,13,5,12,4,10,5,10,5,5,11,5,10,7
6662,Sue Wantland,219.2,352.7,10,9,5,6,5,6,6,4,10,6,6,5,5,9,10,5,0,8,5,8,7,7,5,7,6,8,7,8,7,8,7
11297,richard gibson,219.1,352.7,12,6,4,7,5,6,5,12,6,4,6,4,8,5,8,6,5,6,5,6,5,10,7,5,7,5,7,5,11,8,5
2814,Beckie Castell,219.1,352.6,0,4,15,0,11,8,0,6,19,5,0,6,5,6,2,14,12,3,6,3,10,0,10,10,8,6,6,4,8,10,7
5435,Logan Nagle,219.1,352.6,6,13,4,1,7,7,7,9,11,0,6,11,7,7,7,0,0,11,0,5,9,8,7,5,9,7,0,5,0,50,0
69,Abbi Auger,219.1,352.6,5,13,26,2,3,1,2,3,20,2,2,4,1,1,3,6,2,1,3,0,6,3,31,3,18,2,1,1,1,34,17
972,Robb Williams,219.1,352.6,2,8,2,3,8,3,9,3,12,10,3,9,3,8,3,13,11,2,8,3,9,3,14,12,1,9,8,4,3,8,7
6012,Patricia Osorio-O'Dea,219.1,352.6,12,3,13,0,5,4,7,2,7,0,3,5,5,2,10,4,15,7,0,5,5,6,10,11,15,8,4,5,5,14,15
17461,DAVID GLOD,219.1,352.5,0,10,7,6,7,7,5,6,11,0,7,7,7,27,0,8,7,6,7,3,6,0,10,10,0,6,7,0,6,12,10
16525,Tineke De groot,219.1,352.5,7,15,7,5,11,0,7,7,11,10,7,7,4,10,4,0,3,0,7,7,9,5,11,5,6,7,7,0,6,8,3
9907,Dietmar Stork,219.1,352.5,5,5,13,3,8,3,4,12,4,7,5,8,4,4,14,4,3,6,4,9,3,5,6,10,6,4,8,4,6,5,16
10808,Aaron Pinter,219.0,352.5,2,26,6,10,11,10,5,1,0,5,6,1,9,11,7,1,10,8,6,5,6,0,1,0,1,3,8,7,6,11,10
1919,Lisa Booher,219.0,352.5,2,24,0,7,5,6,9,3,10,0,5,7,4,8,6,13,11,2,6,3,5,3,14,1,3,5,8,5,10,14,9
1815,Patricia Brown,219.0,352.4,6,15,5,3,4,4,16,7,5,5,7,4,7,4,8,18,6,9,4,5,4,5,6,6,6,7,4,5,4,6,5
8918,Tracy Randig,219.0,352.4,6,0,6,14,0,0,22,0,0,7,7,0,6,15,0,5,20,0,0,0,5,23,29,8,5,0,0,0,6,19,11
10159,Kristen Novak,219.0,352.4,7,6,7,0,5,7,9,0,6,5,6,7,8,5,9,9,6,0,6,7,7,3,8,11,11,4,9,10,0,9,6
10210,Michael Lambert,219.0,352.4,4,7,5,7,9,7,7,0,0,0,16,10,7,12,7,0,9,7,26,7,9,0,11,0,12,11,9,0,0,0,20
10523,Angela Sandritter,219.0,352.4,8,9,10,2,5,0,4,14,16,6,6,5,2,0,3,14,12,3,4,2,3,7,3,10,10,6,3,8,3,14,12
10942,Caitlin Dunn,219.0,352.4,5,2,13,0,6,8,10,5,4,12,2,9,0,15,5,6,0,16,8,8,8,0,4,11,15,7,0,7,0,0,20
3188,Danielle Tipton,218.9,352.3,7,4,7,3,5,5,5,5,12,6,5,6,5,5,5,5,9,5,5,6,5,5,6,9,6,6,8,8,4,19,8
4407,Mike Finstad,218.9,352.3,6,7,8,5,8,5,5,6,6,6,10,5,6,6,10,5,6,5,8,10,6,5,14,6,5,0,11,6,0,11,5
7737,Naresh Rambatla,218.9,352.3,8,0,8,8,8,6,5,8,5,11,5,12,8,0,12,16,2,0,10,12,0,5,4,5,0,5,8,5,8,0,14
17876,Tracey Heath,218.9,352.3,0,0,0,0,0,6,0,14,10,15,2,3,4,14,5,0,14,10,4,3,9,4,9,15,10,0,18,5,3,10,22
11881,Kristin Thompson,218.9,352.3,5,2,9,6,5,9,8,8,8,7,13,10,8,6,9,6,0,7,0,0,10,8,9,7,7,6,6,8,9,7,9
12644,Victoria McClelland,218.8,352.2,2,7,8,6,6,5,6,6,7,9,6,6,7,6,7,9,9,6,8,5,7,7,8,6,6,5,5,5,6,6,6
16575,Melanie Reese,218.8,352.2,0,0,15,11,5,10,5,10,0,0,10,6,9,0,9,6,11,6,10,6,4,35,0,3,4,10,5,5,10,4,8
3255,Eric Chorney,218.8,352.2,7,10,9,5,6,6,6,4,9,9,7,7,6,0,6,11,6,2,6,6,6,6,9,9,6,6,8,6,0,8,9
2794,Karen T. Smith,218.8,352.2,6,6,10,6,4,6,7,4,3,26,3,3,3,3,2,3,8,5,6,7,6,8,6,13,4,7,8,6,6,6,11
8715,Lori Figone,218.8,352.1,5,11,3,5,5,3,8,5,12,7,4,3,0,6,11,7,6,5,5,4,5,2,31,3,8,4,6,5,10,0,12
7081,Brian Lind,218.8,352.1,6,16,6,0,11,6,0,6,14,6,0,11,8,0,6,14,6,0,11,6,0,6,16,0,0,10,8,0,6,17,6
15257,Juan Dual,218.8,352.1,0,2,10,5,11,0,11,6,20,3,6,13,8,4,11,3,2,0,13,6,9,5,5,6,6,0,9,0,10,0,0
16000,Kara Naish,218.8,352.1,6,9,12,0,6,7,4,5,7,13,0,5,8,6,6,9,12,0,6,8,4,7,6,14,0,5,8,5,6,7,10
7497,Greg Manson,218.8,352.1,5,11,5,5,5,5,7,5,9,6,5,6,7,6,4,11,6,6,3,8,6,0,9,14,6,7,6,6,5,11,6
6598,Sarah Welt,218.8,352.1,5,10,5,5,2,5,5,7,10,13,2,10,5,5,10,10,10,3,4,10,5,7,2,9,9,9,7,1,9,5,10
15051,Christina Crljenkovic,218.8,352.1,0,13,0,7,7,13,0,9,9,0,6,11,7,5,7,10,0,7,10,6,5,8,9,4,6,7,9,0,6,9,3
4156,eliana benia,218.7,352.0,6,6,6,6,6,6,9,6,7,6,6,6,7,6,6,8,6,6,0,12,6,6,9,7,7,7,8,6,0,14,6
11474,Tom Walsh,218.7,352.0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,9,6,6,6,6,6,6,10,6
2553,Kieron Scrutton,218.7,351.9,0,21,9,0,6,0,6,0,20,10,0,6,0,6,0,23,11,0,6,0,6,0,26,0,8,6,0,6,0,22,12
15538,Frank D Dumont,218.7,351.9,0,7,6,9,5,8,11,3,8,6,5,6,3,6,9,7,3,5,10,6,5,4,16,3,7,8,10,2,6,5,6
4152,Jennifer Liquido,218.7,351.9,6,12,5,5,5,0,9,5,5,6,5,5,0,32,5,6,5,4,6,0,8,5,7,4,7,6,8,9,6,14,4
12138,John Schaefer,218.6,351.9,6,10,0,6,9,6,6,6,13,0,6,6,8,6,6,7,18,0,6,6,6,9,6,11,0,6,6,6,6,4,26
12773,Jack Moran,218.6,351.9,5,13,14,4,7,9,5,5,8,16,0,5,6,5,4,5,9,10,5,4,9,6,6,6,9,4,4,5,0,8,16
15437,Nancy Kelley,218.6,351.9,0,0,10,7,5,0,9,0,22,5,6,6,7,3,2,13,4,5,8,8,5,6,15,4,6,7,5,8,13,12,2
18776,Lauren Nutile,218.6,351.9,0,13,6,0,4,5,7,2,18,5,0,6,4,6,3,14,8,4,6,7,6,6,18,10,0,8,7,7,5,15,0
14722,Sue Petrosky,218.6,351.8,0,16,5,7,5,19,0,7,5,0,7,5,0,2,0,31,0,5,5,15,0,10,5,0,8,5,22,0,5,6,0
2556,Aaron Watkins,218.6,351.8,1,28,9,2,11,0,0,0,15,10,0,1,0,4,0,0,64,0,0,0,0,4,13,16,9,6,0,0,0,12,8
3201,Joanne Gunning,218.6,351.8,6,6,6,5,6,6,6,6,6,7,6,6,6,6,6,8,6,5,6,6,3,4,7,9,7,7,7,7,10,7,7
18660,Brandon Talisesky,218.6,351.8,0,0,0,0,0,0,0,0,17,6,0,11,10,6,0,18,8,0,10,11,0,10,13,8,15,0,12,10,1,22,8
10960,Monica A Hoffman,218.6,351.8,6,15,5,5,15,9,0,0,0,22,6,5,7,10,4,4,12,12,6,6,0,3,8,0,0,0,0,5,5,12,15
7118,Mark Thompson,218.6,351.7,5,6,0,5,7,5,0,7,9,0,1,6,11,12,11,8,10,0,6,7,7,10,0,6,6,0,11,3,16,14,6
12026,Brian Ottinger,218.6,351.7,10,10,0,10,0,9,4,0,7,13,0,9,7,0,0,15,0,10,6,7,11,0,15,10,7,0,0,14,11,13,16
5721,Franco Bonacchi,218.5,351.6,32,0,7,7,0,6,6,0,12,10,0,0,10,10,6,13,11,0,0,0,10,7,11,12,6,8,0,0,6,10,0
5990,Shelly Oyston,218.5,351.6,6,3,26,3,5,7,0,4,6,12,4,9,9,7,5,3,11,6,10,6,5,0,0,14,0,0,4,10,5,0,20
13719,Jeffrey Strayer,218.5,351.6,5,6,9,6,7,5,6,7,4,10,6,7,6,9,6,6,9,6,7,5,5,7,10,3,9,5,5,8,6,7,9
6034,Steven Kline,218.5,351.6,4,32,3,3,6,5,3,6,12,6,5,5,6,5,4,2,7,5,6,6,3,5,18,2,3,6,4,5,7,13,9
6462,Mark Wardell,218.5,351.6,0,9,9,4,3,6,0,11,10,8,3,6,6,10,0,13,5,3,6,6,4,0,17,9,0,11,10,7,0,11,15
615,Laurie Olds,218.5,351.6,3,8,5,8,6,1,8,6,10,6,6,1,7,6,6,10,6,6,1,8,6,6,20,5,6,1,8,7,6,16,5
10392,Janet Andrews,218.5,351.6,4,10,3,5,7,3,6,4,11,5,6,7,5,6,4,12,5,5,6,6,8,6,10,5,7,7,5,5,5,13,5
16561,Nadine Mercer,218.4,351.5,7,9,13,5,8,6,8,2,11,5,2,6,12,2,2,15,6,8,2,11,0,9,7,3,9,10,0,5,10,2,13
6574,Kevin Mottram,218.4,351.5,8,20,0,0,9,10,0,14,18,6,0,9,0,11,0,28,5,0,8,11,0,9,20,8,0,8,0,11,8,0,0
17264,Maya Nunn,218.4,351.5,0,0,0,0,5,12,3,3,10,13,4,8,6,13,6,5,12,6,7,5,11,7,5,8,6,3,11,5,6,7,9
5055,mark brennan,218.4,351.5,7,0,12,12,5,4,5,3,11,2,6,6,7,6,6,7,3,7,9,6,5,3,3,7,9,0,11,10,9,0,7
604,Heather Waugh,218.4,351.5,6,11,2,9,7,6,9,0,10,4,0,8,11,8,3,21,0,2,5,9,9,0,13,0,6,7,0,7,3,1,24
18311,Joann Nelson,218.4,351.5,0,8,6,0,8,6,8,0,20,11,0,8,5,8,0,23,10,0,8,5,0,8,9,5,0,5,4,4,0,31,6
2074,Delia Large-Hart,218.4,351.5,8,8,8,10,7,9,10,5,6,8,9,8,6,3,7,6,8,8,1,1,10,5,9,2,1,8,5,15,5,7,1
10202,Monika Hart,218.4,351.5,5,6,7,5,3,5,6,5,10,7,5,6,5,4,5,11,5,6,2,6,7,5,11,11,3,6,6,6,6,13,13
17312,James Rees,218.4,351.5,0,0,0,0,6,10,0,10,13,7,10,6,10,0,11,0,5,10,6,10,3,11,0,4,11,6,10,3,6,16,2
5047,Heather Bu'Lock,218.4,351.4,6,6,6,6,6,5,3,6,7,8,6,6,7,7,4,4,13,7,4,8,6,5,5,10,6,6,6,3,8,6,11
15993,Samm Bartee,218.3,351.4,7,6,6,6,7,6,6,1,5,7,6,7,6,7,7,8,8,6,3,5,7,7,7,7,8,3,6,6,9,9,8
2335,Samm Bartee,218.3,351.4,7,6,6,6,7,6,6,1,5,7,6,7,6,7,7,8,8,6,3,5,7,7,7,7,8,3,6,6,9,9,8
12581,Lorrie Buenrostro,218.3,351.4,6,5,8,5,5,8,5,8,5,6,0,5,8,6,5,0,9,4,4,11,7,5,9,0,8,0,9,6,14,14,13
7218,Francesca Cugini,218.3,351.3,6,10,5,5,6,0,7,6,11,5,7,5,5,7,0,12,8,5,6,8,5,6,15,4,6,0,8,7,6,12,5
9658,Kelly Tamerlano,218.3,351.3,7,11,5,7,5,9,6,4,10,6,5,5,8,3,5,13,6,5,4,6,4,5,11,5,6,4,8,4,4,10,5
18591,Ginna Podge,218.3,351.3,0,0,0,0,0,0,0,0,10,6,10,9,9,9,0,14,5,9,8,7,9,2,15,7,8,8,8,11,3,16,6
12657,Charles Wolfram,218.3,351.3,14,5,5,7,6,0,7,6,10,10,6,8,0,7,5,14,5,6,10,0,8,6,6,8,5,9,0,9,5,5,10
16988,Alberto Semerdjian,218.3,351.3,0,0,12,6,9,11,6,6,8,4,8,10,2,3,7,8,7,3,9,2,9,7,10,8,6,10,6,7,3,3,3
2945,Robyn Reed,218.3,351.3,0,14,10,0,7,7,7,0,5,9,0,8,9,8,0,14,10,0,7,10,8,0,15,8,0,5,9,9,0,15,9
1322,Elizabeth Prior,218.3,351.3,8,0,12,7,0,10,7,0,12,10,4,5,7,5,5,15,3,8,10,5,6,0,4,4,8,6,5,7,7,5,15
11285,Wendy Holdaway,218.2,351.2,6,10,7,5,6,6,6,6,8,7,7,6,6,6,7,7,10,3,6,6,7,8,10,9,6,6,5,5,5,5,7
1315,ANDREW WEINACHT,218.2,351.2,5,5,5,5,5,10,4,5,7,5,4,7,8,4,9,5,9,5,7,11,5,7,4,9,3,7,5,7,5,6,18
11738,Kate Clark,218.2,351.2,8,3,12,4,0,14,6,0,1,0,0,0,12,9,4,0,21,6,22,0,0,7,15,8,0,9,0,14,0,32,3
9942,Connie Copeland,218.2,351.2,6,15,4,7,5,0,7,5,4,15,6,7,0,6,6,15,4,7,6,0,6,16,6,4,7,6,0,6,6,15,5
15627,Nicholas Nelson,218.2,351.1,0,9,7,0,5,7,8,0,11,9,0,13,5,3,0,13,6,0,8,6,4,6,13,13,5,7,6,5,5,18,7
6330,Frank Dembia,218.2,351.1,7,6,6,7,7,6,7,6,6,7,6,8,6,7,8,6,6,8,5,9,6,6,8,6,5,7,6,7,5,6,3
2251,Shareen Huber,218.2,351.1,3,13,5,6,3,6,4,3,11,3,8,7,6,5,2,14,5,6,2,5,3,3,14,11,8,9,8,7,2,18,6
5901,Tiffany Anderson,218.2,351.1,3,14,4,1,6,5,7,2,17,4,2,5,5,6,2,12,5,1,7,6,11,1,16,5,5,8,6,9,1,19,11
12701,Jay Cadwell,218.2,351.1,10,5,6,14,5,7,7,0,12,3,6,3,8,7,0,10,6,4,16,7,4,8,0,4,6,13,2,6,6,5,5
4678,Richard Preston,218.1,351.1,8,10,5,9,7,6,5,5,7,0,12,7,5,2,7,13,4,5,3,12,7,5,9,6,2,13,6,1,3,4,6
1313,Heather Roberts,218.1,351.0,6,5,7,5,6,5,6,5,12,5,5,4,7,5,4,15,3,5,6,6,6,5,9,6,6,5,6,6,5,8,16
4600,David Wayne,218.1,351.0,6,8,11,3,5,8,4,5,14,4,4,4,5,8,5,16,11,5,1,10,6,2,11,9,3,0,11,7,0,13,8
6267,Dalise Jackson,218.1,351.0,8,10,6,2,7,3,4,7,8,9,5,6,9,6,9,9,2,6,8,6,2,7,13,8,2,6,5,9,7,0,11
7907,Sheila Scola,218.1,351.0,9,6,7,8,7,5,7,5,5,9,5,7,9,7,8,5,6,8,11,7,9,5,5,5,6,5,10,5,5,7,6
14364,Chris Towler,218.1,351.0,0,13,5,7,5,8,1,5,13,5,8,5,10,1,5,14,5,6,5,8,4,1,12,4,5,8,1,10,5,16,5
9737,Michel Berends,218.1,351.0,8,0,19,5,11,7,0,15,0,0,6,4,10,0,13,0,20,0,5,13,0,0,12,0,7,9,0,10,0,0,26
12838,Annalise Lockhart,218.1,350.9,6,0,5,6,9,2,12,5,12,5,5,9,3,9,0,15,6,5,9,5,9,5,15,2,6,9,6,0,0,10,6
1314,Joanna Pauls,218.1,350.9,7,5,5,4,5,10,4,5,7,5,4,7,8,4,9,4,6,5,7,11,5,7,6,9,3,7,5,7,5,6,18
8128,John Hackler,218.1,350.9,5,14,5,5,6,4,6,0,10,16,6,0,10,7,0,0,17,6,6,6,5,4,0,12,12,6,5,3,0,21,0
297,Penni Wilson,218.0,350.9,7,8,6,6,6,1,7,7,7,7,5,6,5,2,12,5,7,5,4,10,0,6,7,10,3,7,12,8,13,6,9
7368,Tatiana Knox,218.0,350.8,7,2,11,4,6,7,7,5,5,16,5,4,6,0,10,12,5,6,0,11,7,3,5,19,5,7,2,0,5,12,9
12631,Rochel Moore,218.0,350.8,2,8,5,6,9,5,0,17,15,3,2,4,8,9,3,7,10,5,9,2,8,10,0,8,3,7,7,4,8,0,14
3864,John Sicat,218.0,350.8,2,13,15,5,6,7,5,3,14,6,10,6,10,6,2,11,6,6,6,8,5,2,12,7,3,5,5,5,2,12,4
7309,Dan Campbell,218.0,350.8,8,7,11,6,5,8,7,7,6,8,6,6,7,3,8,9,9,4,7,6,6,8,4,5,7,6,7,5,4,6,9
11077,Dave Cesa,218.0,350.8,7,10,11,1,2,5,5,3,8,10,3,7,7,7,3,11,11,4,5,6,7,3,11,11,12,3,3,7,4,10,11
13001,Robin Mitchell,218.0,350.8,6,7,0,9,6,6,6,10,11,0,6,6,6,6,7,12,0,9,6,7,8,6,7,0,11,8,8,7,7,10,0
15241,Kimberly Martiny,218.0,350.8,0,0,16,11,6,9,7,5,6,5,7,4,10,7,9,0,5,10,6,11,5,6,5,5,7,10,5,0,10,15,0
16932,Robert Booker,218.0,350.8,4,0,5,5,5,6,6,6,6,7,9,6,6,7,7,8,6,6,10,8,6,7,8,7,7,7,8,6,7,6,7
14851,Alaina Marquardt,218.0,350.8,4,15,10,2,8,6,9,6,8,9,5,7,7,2,1,14,11,6,0,8,4,4,4,1,6,7,2,8,8,3,5
12516,Sonja Wieck,218.0,350.8,5,5,7,10,5,8,3,6,14,0,4,7,5,7,13,4,5,5,10,7,8,5,0,6,7,10,6,6,0,10,12
17706,Gary Thompson,218.0,350.8,0,0,0,0,8,6,6,8,6,6,10,10,6,6,7,8,7,6,9,6,8,6,10,6,6,6,7,8,7,9,6
8143,Amber Hardesty,218.0,350.8,13,4,16,3,5,9,3,15,6,12,5,14,3,5,18,17,3,3,4,3,3,3,5,4,4,5,5,4,4,4,6
14750,Tammy Jones,218.0,350.8,0,8,6,5,7,8,6,5,6,4,5,7,7,8,5,13,5,7,6,6,5,10,21,0,5,5,6,8,5,8,6
16854,Daniel Phillips,218.0,350.8,2,5,5,5,6,0,6,6,13,3,6,7,10,5,5,10,0,6,10,6,10,3,12,5,8,7,11,5,7,10,7
6208,John Mayros,218.0,350.8,5,2,6,6,2,6,6,2,9,9,5,6,6,5,7,6,10,7,6,6,6,7,6,6,7,5,6,5,5,8,7
13913,Nancy Gitin,218.0,350.8,10,0,6,5,7,7,8,0,7,12,4,7,8,4,7,6,17,6,6,5,10,5,2,12,6,9,2,8,2,9,3
14805,Jennifer Lindsley,217.9,350.7,0,8,5,5,5,7,5,6,5,5,11,7,5,8,7,4,7,11,9,7,6,7,5,4,9,7,8,8,8,9,5
10168,Bryce Withrow,217.9,350.7,6,10,8,9,6,7,6,9,7,7,0,9,16,2,6,6,6,5,4,6,15,5,0,10,0,8,6,4,8,6,0
16174,Catherine Francoeur,217.9,350.7,0,0,9,8,7,4,9,7,5,9,4,9,10,9,4,4,7,4,5,9,4,10,6,9,5,9,8,9,6,6,5
1683,David Ericson,217.9,350.7,7,16,3,9,5,0,5,3,10,2,8,2,0,0,0,14,11,14,8,10,9,2,20,2,0,3,0,5,6,7,4
11498,Paul Foxe,217.9,350.7,10,7,18,5,6,6,6,6,0,0,6,6,10,6,6,5,7,0,7,12,9,6,0,0,6,7,9,6,7,3,9
18664,Melinda Wiley,217.9,350.7,0,0,0,0,0,0,0,0,0,21,7,15,9,7,0,18,10,10,7,7,12,12,0,0,11,0,9,11,8,11,7
11191,Bob Stewart,217.9,350.7,6,9,6,7,2,8,7,4,8,1,7,5,3,0,2,1,2,5,8,8,7,3,13,7,8,12,10,4,6,15,7
1242,Jenn Snider,217.9,350.6,0,8,10,0,6,0,6,0,12,13,0,6,6,9,4,17,11,0,6,6,9,3,17,12,3,4,5,0,0,22,15
5318,Andrea Speedie,217.9,350.6,17,0,5,6,12,3,5,14,9,5,8,5,0,6,16,10,5,0,5,0,8,0,13,2,9,5,7,10,12,8,0
3629,Stuart Austin,217.9,350.6,10,5,0,11,10,6,0,10,8,13,6,0,10,8,9,6,18,6,0,11,7,0,14,19,0,3,0,0,6,9,0
10522,Julie Hamilton,217.8,350.6,5,7,5,3,5,6,5,0,6,8,6,7,5,5,5,10,2,9,11,7,8,5,15,5,8,6,3,3,10,7,13
17752,Maria Rabiasz,217.8,350.6,0,0,0,5,0,15,8,7,10,8,7,9,7,5,10,9,5,3,8,8,9,5,5,3,4,5,7,9,7,9,9
1731,Joe Loschiavo,217.8,350.5,11,0,6,7,5,4,8,11,0,12,8,12,4,6,8,0,0,8,5,6,7,8,0,19,13,4,4,0,32,0,6
9377,Chris Dell,217.8,350.4,7,6,6,7,8,5,5,4,5,5,6,3,9,10,9,6,9,5,6,3,3,5,5,8,7,9,9,4,7,14,9
6011,Raymond O'Dea,217.7,350.4,5,19,4,8,0,7,2,0,22,8,3,0,14,2,4,0,4,4,3,7,7,2,13,13,4,2,10,0,9,10,21
14372,Lisa Evans,217.7,350.4,0,11,5,8,7,10,5,7,6,7,8,0,10,7,12,5,5,9,7,6,10,5,7,9,7,0,6,8,4,4,5
13701,Janis Mangus Thomas,217.7,350.3,6,7,6,6,6,7,7,7,8,5,6,6,5,6,6,5,6,6,6,7,7,6,6,8,5,7,7,7,7,7,7
13096,KRISTEN SPENDLOVE,217.7,350.3,9,9,3,6,6,8,7,0,13,0,6,7,6,10,6,10,0,8,7,8,6,6,10,0,9,6,6,8,10,8,2
16680,Chloe Allen Maycock,217.7,350.3,5,0,8,4,6,4,0,7,8,11,3,9,9,10,0,3,17,5,0,15,6,3,7,8,8,7,8,0,0,8,13
12097,John Pomeroy,217.6,350.2,6,7,12,6,9,7,3,0,5,6,8,7,6,0,10,6,9,4,4,0,1,3,7,10,10,10,10,6,0,6,17
452,Nicole Berglund,217.6,350.2,0,24,18,0,4,5,5,0,17,16,0,3,9,6,0,12,20,0,3,3,0,0,31,0,4,0,6,5,6,7,4
1980,Douglas Beattie,217.6,350.2,10,5,9,0,6,7,6,0,17,12,0,7,7,0,13,5,6,0,7,0,7,0,20,6,0,7,8,5,16,6,10
14046,Berenice Perez,217.6,350.2,7,13,4,2,12,5,5,0,13,7,0,11,5,6,2,16,4,5,17,0,10,0,23,6,5,5,0,6,5,15,7
13649,Jay Silcox,217.6,350.2,10,6,10,1,3,0,0,6,5,3,5,6,5,13,5,10,15,5,7,5,5,10,11,13,5,4,7,5,7,10,16
13428,Kristina Fraser,217.6,350.2,5,7,7,5,6,8,5,3,6,8,6,10,8,5,6,11,6,6,0,6,5,11,7,7,7,6,5,6,8,9,8
5649,Kelli Kleeb,217.6,350.2,6,9,8,6,6,6,7,6,6,6,8,7,6,8,6,10,6,6,8,6,7,11,6,7,6,6,6,6,6,6,6
8230,Nicole Majka,217.6,350.2,5,9,7,5,6,6,5,5,13,5,0,10,5,7,6,10,5,4,8,5,5,5,10,7,6,6,5,5,6,12,7
7625,Debbie Rogina,217.6,350.2,5,13,5,5,5,6,5,5,10,5,5,5,7,5,5,10,5,6,5,5,6,5,10,5,5,5,5,5,5,11,13
8169,Jesse Blondin,217.6,350.1,5,13,3,6,6,6,6,6,11,5,6,6,5,5,6,11,4,6,6,3,6,7,10,3,6,7,7,5,7,9,3
17580,Tracy Balke,217.6,350.1,10,0,2,0,10,1,7,2,13,5,3,10,4,7,7,10,6,3,8,6,10,5,13,6,10,8,3,8,4,10,8
5667,Andrew Forrest,217.5,350.1,11,9,19,7,4,8,12,3,12,0,6,10,0,7,9,12,0,10,0,6,7,0,8,19,0,6,0,10,0,6,0
15834,LAVANYA KANDALA,217.5,350.1,0,15,6,0,10,5,8,5,11,4,5,0,8,7,6,14,7,6,7,0,10,0,15,6,8,8,0,7,6,12,5
7622,Susan Barber,217.5,350.0,6,13,6,6,10,8,7,10,9,16,8,6,6,8,7,6,7,5,5,3,3,3,3,6,7,3,4,5,1,8,8
428,Gretchen Bolton,217.5,350.0,6,18,0,5,7,0,6,7,12,4,3,6,2,7,0,19,0,5,6,0,13,0,19,10,0,5,3,7,0,26,8
16381,Karen Shotwell,217.5,350.0,0,0,14,4,3,6,10,9,11,9,7,3,10,3,8,13,0,10,3,3,6,9,10,0,12,7,3,5,3,7,11
3534,Charlotte Wiebe,217.5,350.0,14,6,5,6,5,6,5,6,7,7,7,10,9,0,3,5,5,5,6,6,9,10,8,6,7,8,8,5,8,5,5
14742,James McNichols,217.5,350.0,0,0,18,0,6,8,6,0,12,8,0,7,6,8,0,10,18,0,8,8,10,0,14,16,0,8,6,0,0,12,18
15907,Deborah White,217.5,350.0,0,9,6,5,6,8,7,7,5,6,6,6,6,7,8,5,6,6,5,8,6,4,7,7,7,6,8,9,7,10,6
10095,Edwin Voets,217.5,350.0,7,6,14,4,7,6,4,8,5,11,8,4,3,5,7,6,16,5,6,7,5,9,6,4,0,9,0,9,2,4,6
15385,Micke Varg Christensen,217.5,350.0,0,0,6,7,7,7,6,13,6,5,7,0,27,6,0,14,0,14,5,5,7,0,14,0,11,0,0,5,7,14,13
16059,Chris Rogghe,217.5,350.0,0,0,17,0,7,7,7,0,14,7,0,7,7,8,0,7,17,0,8,7,6,0,7,19,0,8,7,8,0,11,11
19043,Barry Reddin,217.5,350.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,19,12,12,0,10,10,26,0,12,0,0,37,29
17774,Fiona Lyons,217.5,350.0,0,0,0,0,0,6,11,0,7,9,6,6,12,12,0,12,12,0,6,6,9,12,0,0,12,12,12,0,12,12,12
16633,Heather Miller,217.5,350.0,14,0,0,7,1,20,29,0,1,5,0,7,7,1,6,5,14,5,7,5,1,5,15,1,5,5,6,7,0,13,8
